oewn_id	dulplus_class	source	framester_id	pos	ili	primary_lemma	definition
oewn-00071183-n	dul:Action	propagated	synset-leaning-noun-4	n	i35779	leaning	the act of deviating from a vertical position
oewn-00071282-n	dul:Situation	propagated	synset-material_breach-noun-1	n	i35780	material breach	a breach serious enough to destroy the value of the contract and to give a basis for an action for breach of contract
oewn-00071461-n	dul:Action	propagated	synset-motivation-noun-3	n	i35781	motivation	the act of motivating; providing incentive
oewn-00071627-n	dul:Situation	propagated	synset-partial_breach-noun-1	n	i35782	partial breach	a breach that does not destroy the value of the contract but can give rise to a claim for damages
oewn-00071785-n	dul:Situation	propagated	synset-mistake-noun-1	n	i35783	mistake	a wrong action attributable to bad judgment or ignorance or inattention
oewn-00072366-n	dul:Situation	propagated	synset-double_fault-noun-1	n	i35784	double fault	(tennis) two successive faults in serving resulting in the loss of the point
oewn-00072520-n	dul:Situation	propagated	synset-footfault-noun-1	n	i35785	footfault	a fault that occurs when the server in tennis fails to keep both feet behind the baseline
oewn-00072684-n	dul:Situation	propagated	synset-bobble-noun-1	n	i35786	bobble	the momentary juggling of a batted or thrown baseball
oewn-00072888-n	dul:Situation	propagated	synset-error-noun-4	n	i35787	error	(baseball) a failure of a defensive player to make an out when normal play would have sufficed
oewn-00073081-n	dul:FunctionalSubstance	propagated	synset-spot-noun-13	n	i35788	blot	an act that brings discredit to the person who does it
oewn-00073081-n	dul:Situation	propagated	synset-blot-noun-2	n	i35788	blot	an act that brings discredit to the person who does it
oewn-00073293-n	dul:Situation	propagated	synset-confusion-noun-5	n	i35789	confusion	a mistake that results from taking one thing to be another
oewn-00073511-n	dul:Situation	propagated	synset-incursion-noun-3	n	i35790	incursion	the mistake of incurring liability or blame
oewn-00073628-n	dul:Situation	propagated	synset-miscalculation-noun-1	n	i35791	miscalculation	a mistake in calculating
oewn-00073852-n	dul:Situation	propagated	synset-backfire-noun-4	n	i35792	backfire	a miscalculation that recoils on its maker
oewn-00073997-n	dul:Situation	propagated	synset-rounding-noun-1	n	i35793	rounding	(mathematics) a miscalculation that results from rounding off numbers to a convenient number of decimals
oewn-00074345-n	dul:Situation	propagated	synset-truncation_error-noun-1	n	i35794	truncation error	(mathematics) a miscalculation that results from cutting off a numerical calculation before it is finished
oewn-00074533-n	dul:Situation	propagated	synset-distortion-noun-6	n	i35795	distortion	the mistake of misrepresenting the facts
oewn-00074648-n	dul:Situation	propagated	synset-slip-noun-2	n	i35796	slip	a minor inadvertent mistake usually observed in speech or writing or in small accidents or memory lapses etc.
oewn-00074912-n	dul:Situation	propagated	synset-Freudian_slip-noun-1	n	i35797	Freudian slip	a slip-up that (according to Sigmund Freud) results from the operation of unconscious wishes or conflicts and can reveal unconscious processes in normal healthy individuals
oewn-00075144-n	dul:Situation	propagated	synset-offside-noun-1	n	i35798	offside	(sport) the mistake of occupying an illegal position on the playing field (in football, soccer, ice hockey, field hockey, etc.)
oewn-00075344-n	dul:Situation	propagated	synset-oversight-noun-3	n	i35799	oversight	a mistake resulting from inattention
oewn-00075444-n	dul:Situation	propagated	synset-omission-noun-1	n	i35800	omission	a mistake resulting from neglect
oewn-00075610-n	dul:Situation	propagated	synset-blunder-noun-1	n	i35801	blunder	an embarrassing mistake
oewn-00076103-n	dul:Situation	propagated	synset-snafu-noun-1	n	i35802	snafu	an acronym often used by soldiers in World War II: situation normal all fucked up
oewn-00076291-n	dul:Situation	propagated	synset-spectacle-noun-3	n	i35803	spectacle	a blunder that makes you look ridiculous; used in the phrase ‘make a spectacle of’ yourself
oewn-00076438-n	dul:Situation	propagated	synset-ballup-noun-1	n	i35804	ballup	something badly botched or muddled
oewn-00076610-n	dul:Situation	propagated	synset-bull-noun-4	n	i35805	bull	a serious and ludicrous blunder
oewn-00076732-n	dul:Situation	propagated	synset-fumble-noun-1	n	i35806	fumble	(sports) dropping the ball
oewn-00076892-n	dul:Situation	propagated	synset-fluff-noun-3	n	i35807	fluff	a blunder (especially an actor's forgetting the lines)
oewn-00077016-n	dul:Situation	propagated	synset-faux_pas-noun-1	n	i35808	faux pas	a socially awkward or tactless act
oewn-00077143-n	dul:Situation	propagated	synset-howler-noun-3	n	i35809	howler	a glaring blunder
oewn-00077213-n	dul:Situation	propagated	synset-clanger-noun-1	n	i35810	clanger	a conspicuous mistake whose effects seem to reverberate
oewn-00077383-n	dul:Situation	propagated	synset-trip-noun-7	n	i35811	trip	an unintentional but embarrassing blunder
oewn-00077704-n	dul:EventType	propagated	synset-spill-noun-4	n	i35812	spill	a sudden drop from an upright position
oewn-00077989-n	dul:EventType	propagated	synset-pratfall-noun-1	n	i35813	pratfall	a fall onto your buttocks
oewn-00078069-n	dul:EventType	propagated	synset-wipeout-noun-2	n	i35814	wipeout	a spill in some sport (as a fall from a bicycle or while skiing or being capsized on a surfboard)
oewn-00078239-n	dul:Action	propagated	synset-acquisition-noun-1	n	i35815	acquisition	the act of contracting or assuming or acquiring possession of something
oewn-00078676-n	dul:Action	propagated	synset-obtainment-noun-1	n	i35816	obtainment	the act of obtaining
oewn-00078801-n	dul:Action	propagated	synset-catching-noun-3	n	i35817	catching	becoming infected
oewn-00079037-n	dul:Action	propagated	synset-incurring-noun-1	n	i35818	incurring	acquiring or coming into something (usually undesirable)
oewn-00079213-n	dul:Action	propagated	synset-moneymaking-noun-1	n	i35819	moneymaking	the act of making money (and accumulating wealth)
oewn-00079356-n	dul:Action	propagated	synset-annexation-noun-2	n	i35820	annexation	the formal act of acquiring something (especially territory) by conquest or occupation
oewn-00079641-n	dul:Action	propagated	synset-pork-barreling-noun-1	n	i35821	pork-barreling	acquisition of government money for benefits to a specific locale
oewn-00079838-n	dul:Action	propagated	synset-purchase-noun-1	n	i35822	purchase	the acquisition of something for payment
oewn-00080032-n	dul:Action	propagated	synset-redemption-noun-3	n	i35823	redemption	the act of purchasing back something previously sold
oewn-00080218-n	dul:Action	propagated	synset-trading-noun-1	n	i35824	trading	buying or selling securities or commodities
oewn-00080423-n	dul:Action	propagated	synset-bond_trading-noun-1	n	i35825	bond trading	trading in bonds (usually by a broker on the floor of an exchange)
oewn-00080572-n	dul:Action	propagated	synset-program_trading-noun-1	n	i35826	program trading	a trading technique involving large blocks of stock with trades triggered by computer programs
oewn-00080728-n	dul:Action	propagated	synset-short_sale-noun-1	n	i35827	short sale	sale of securities or commodity futures not owned by the seller (who hopes to buy them back later at a lower price)
oewn-00080916-n	dul:Action	propagated	synset-short_covering-noun-1	n	i35828	short covering	the purchase of securities or commodities by a short seller to close out a short sale
oewn-00081062-n	dul:Action	propagated	synset-insider_trading-noun-1	n	i35829	insider trading	buying or selling corporate stock by a corporate officer or other insider on the basis of information that has not been made public and is supposed to remain confidential
oewn-00081294-n	dul:InformationRealization	propagated	synset-naked_option-noun-1	n	i35830	naked option	a put or call option for which the seller or buyer has no underlying security position
oewn-00081439-n	dul:InformationRealization	propagated	synset-covered_option-noun-1	n	i35831	covered option	a put or call option backed by the shares underlying the option
oewn-00081563-n	dul:Action	propagated	synset-call-noun-12	n	i35832	call option	the option to buy a given stock (or stock index or commodity future) at a given price before a given date
oewn-00081563-n	dul:InformationRealization	propagated	synset-call_option-noun-2	n	i35832	call option	the option to buy a given stock (or stock index or commodity future) at a given price before a given date
oewn-00081788-n	dul:InformationRealization	propagated	synset-put_option-noun-2	n	i35833	put option	the option to sell a given stock (or stock index or commodity future) at a given price before a given date
oewn-00081994-n	dul:InformationRealization	propagated	synset-straddle-noun-4	n	i35834	straddle	the option to buy or sell a given stock (or stock index or commodity future) at a given price before a given date; consists of an equal number of put and call options
oewn-00082215-n	dul:InformationRealization	propagated	synset-incentive_option-noun-1	n	i35835	incentive option	an option granted to corporate executives if the company achieves certain financial goals
oewn-00082392-n	dul:Action	propagated	synset-buying-noun-1	n	i35836	buying	the act of buying
oewn-00082656-n	dul:Action	propagated	synset-shopping-noun-1	n	i35837	shopping	searching for or buying goods or services
oewn-00082901-n	dul:Action	propagated	synset-marketing-noun-3	n	i35838	marketing	shopping at a market
oewn-00083043-n	dul:Action	propagated	synset-mail-order_buying-noun-1	n	i35839	mail-order buying	buying goods to be shipped through the mail
oewn-00083167-n	dul:Action	propagated	synset-viatication-noun-1	n	i35840	viatication	purchasing insurance policies for cash from terminally ill policy holders
oewn-00083345-n	dul:Action	propagated	synset-acceptance-noun-7	n	i35841	acceptance	the act of taking something that is offered
oewn-00083574-n	dul:Action	propagated	synset-succession-noun-5	n	i35842	succession	acquisition of property by descent or by will
oewn-00083690-n	dul:Action	propagated	synset-assumption-noun-3	n	i35843	assumption	the act of taking possession of or power over something
oewn-00084268-n	dul:Action	propagated	synset-position-noun-16	n	i35845	position	the act of positing; an assumption taken as a postulate or axiom
oewn-00084405-n	dul:Action	propagated	synset-inheritance-noun-1	n	i35846	inheritance	hereditary succession to a title or an office or property
oewn-00084549-n	dul:Action	propagated	synset-procurement-noun-1	n	i35847	procurement	the act of getting possession of something
oewn-00084795-n	dul:Action	propagated	synset-appropriation-noun-3	n	i35848	appropriation	a deliberate act of acquisition of something, often without the permission of the owner
oewn-00085191-n	dul:Action	propagated	synset-borrowing-noun-1	n	i35849	borrowing	the appropriation (of ideas or words etc.) from another source
oewn-00085462-n	dul:Action	propagated	synset-naturalization-noun-4	n	i35850	naturalization	changing the pronunciation of a borrowed word to agree with the borrowers' phonology
oewn-00085715-n	dul:Action	propagated	synset-misappropriation-noun-2	n	i35851	misappropriation	wrongful borrowing
oewn-00085861-n	dul:Action	propagated	synset-preemption-noun-4	n	i35852	preemption	a prior appropriation of something
oewn-00086039-n	dul:Action	propagated	synset-seizure-noun-4	n	i35853	seizure	the taking possession of something by legal process
oewn-00086252-n	dul:Action	propagated	synset-usurpation-noun-2	n	i35854	usurpation	wrongfully seizing and holding (an office or powers) by force (especially the seizure of a throne or supreme authority)
oewn-00086498-n	dul:Action	propagated	synset-confiscation-noun-1	n	i35855	confiscation	seizure by the government
oewn-00086649-n	dul:Action	propagated	synset-distress-noun-4	n	i35856	distress	the seizure and holding of property as security for payment of a debt or satisfaction of a claim
oewn-00086960-n	dul:Action	propagated	synset-expropriation-noun-1	n	i35857	expropriation	taking out of an owner's hands (especially taking property by public authority)
oewn-00087117-n	dul:Action	propagated	synset-impoundment-noun-1	n	i35858	impoundment	placing private property in the custody of an officer of the law
oewn-00087367-n	dul:Action	propagated	synset-drug_bust-noun-1	n	i35859	drug bust	seizure of illegal drugs by the police
oewn-00087474-n	dul:Action	propagated	synset-impress-noun-1	n	i35860	impress	the act of coercing someone into government service
oewn-00087629-n	dul:Action	propagated	synset-occupation-noun-4	n	i35861	occupation	the act of occupying or taking possession of a building
oewn-00087893-n	dul:Action	propagated	synset-preoccupancy-noun-2	n	i35862	preoccupancy	the act of taking occupancy before someone else does
